shared_name	shared_interaction	name	interaction	pdb	NA	number_of_underlying_edges	edge_betweenness
Nuclear mRNA export protein SAC3 (interacts with) 26S proteasome complex subunit SEM1	interacts with	Nuclear mRNA export protein SAC3 (interacts with) 26S proteasome complex subunit SEM1	interacts with	3t5v	1	112560.0
40S ribosomal protein S13 (interacts with) 40S ribosomal protein S22-A	interacts with	40S ribosomal protein S13 (interacts with) 40S ribosomal protein S22-A	interacts with	6i7o	60	945.22225345
40S ribosomal protein S2 (interacts with) 40S ribosomal protein S22-B	interacts with	40S ribosomal protein S2 (interacts with) 40S ribosomal protein S22-B	interacts with	4v4b	1	944.08168119
DNA-directed RNA polymerase II subunit RPB9 (interacts with) Transcription initiation factor TFIID subunit 14	interacts with	DNA-directed RNA polymerase II subunit RPB9 (interacts with) Transcription initiation factor TFIID subunit 14	interacts with	5sva	1	944.0
RNA polymerase II transcription factor B subunit 3 (interacts with) DNA-directed RNA polymerase II subunit RPB7	interacts with	RNA polymerase II transcription factor B subunit 3 (interacts with) DNA-directed RNA polymerase II subunit RPB7	interacts with	6gym	3	941.60207267
Ubiquitinyl hydrolase 1 (interacts with) Transcription and mRNA export factor SUS1	interacts with	Ubiquitinyl hydrolase 1 (interacts with) Transcription and mRNA export factor SUS1	interacts with	4w4u	1	938.0
U4/U6 small nuclear ribonucleoprotein PRP4 (interacts with) 13 kDa ribonucleoprotein-associated protein	interacts with	U4/U6 small nuclear ribonucleoprotein PRP4 (interacts with) 13 kDa ribonucleoprotein-associated protein	interacts with	5zwo	6	938.0
DNA-directed RNA polymerase II subunit RPB1 (interacts with) DNA-directed RNA polymerase II subunit RPB7	interacts with	DNA-directed RNA polymerase II subunit RPB1 (interacts with) DNA-directed RNA polymerase II subunit RPB7	interacts with	6i84	72	932.38414918
40S ribosomal protein S26-B (interacts with) 40S ribosomal protein S1-A	interacts with	40S ribosomal protein S26-B (interacts with) 40S ribosomal protein S1-A	interacts with	6i7o	39	919.53862466
40S ribosomal protein S3 (interacts with) 40S ribosomal protein S29-B	interacts with	40S ribosomal protein S3 (interacts with) 40S ribosomal protein S29-B	interacts with	4v4b	1	914.16040626
60S ribosomal protein L24-A (interacts with) 40S ribosomal protein S24-A	interacts with	60S ribosomal protein L24-A (interacts with) 40S ribosomal protein S24-A	interacts with	6i7o	1	914.10419525
Histone acetyltransferase type B catalytic subunit (interacts with) H4	interacts with	Histone acetyltransferase type B catalytic subunit (interacts with) H4	interacts with	4psw	44	913.66666667
60S ribosomal protein L19-A (interacts with) CYTOPLASMIC 60S SUBUNIT BIOGENESIS FACTOR REI1	interacts with	60S ribosomal protein L19-A (interacts with) CYTOPLASMIC 60S SUBUNIT BIOGENESIS FACTOR REI1	interacts with	5apo	1	910.07378787
60S ribosomal protein L19-A (interacts with) Cytoplasmic 60S subunit biogenesis factor REI1	interacts with	60S ribosomal protein L19-A (interacts with) Cytoplasmic 60S subunit biogenesis factor REI1	interacts with	5apn	1	910.07378787
Actin-like protein ARP6 (interacts with) Vacuolar protein sorting-associated protein 71	interacts with	Actin-like protein ARP6 (interacts with) Vacuolar protein sorting-associated protein 71	interacts with	6gen	2	909.4
Vacuolar protein sorting-associated protein 71 (interacts with) RuvB-like protein 2	interacts with	Vacuolar protein sorting-associated protein 71 (interacts with) RuvB-like protein 2	interacts with	6gen	2	909.4
Vacuolar protein sorting-associated protein 71 (interacts with) RuvB-like protein 1	interacts with	Vacuolar protein sorting-associated protein 71 (interacts with) RuvB-like protein 1	interacts with	6gen	2	908.73333333
Ribosome biogenesis protein ERB1 (interacts with) 60S ribosomal protein L38	interacts with	Ribosome biogenesis protein ERB1 (interacts with) 60S ribosomal protein L38	interacts with	6em5	2	907.57788019
Protein DOM34 (interacts with) 60S ribosomal protein L12-A	interacts with	Protein DOM34 (interacts with) 60S ribosomal protein L12-A	interacts with	3j16	1	906.56701766
Nucleolar GTP-binding protein 1 (interacts with) 60S ribosomal protein L39	interacts with	Nucleolar GTP-binding protein 1 (interacts with) 60S ribosomal protein L39	interacts with	6ft6	2	902.87886463
40S ribosomal protein S18-A (interacts with) Ribosome biogenesis protein UTP30	interacts with	40S ribosomal protein S18-A (interacts with) Ribosome biogenesis protein UTP30	interacts with	5wlc	1	896.73101037
Ribosomal RNA-processing protein 7 (interacts with) 40S ribosomal protein S27-A	interacts with	Ribosomal RNA-processing protein 7 (interacts with) 40S ribosomal protein S27-A	interacts with	5wyk	2	895.65102022
DNA-directed RNA polymerase II subunit RPB2 (interacts with) DNA-directed RNA polymerase II subunit RPB7	interacts with	DNA-directed RNA polymerase II subunit RPB2 (interacts with) DNA-directed RNA polymerase II subunit RPB7	interacts with	6i84	69	895.3953824
U1 small nuclear ribonucleoprotein component PRP42 (interacts with) U1 small nuclear ribonucleoprotein component SNU71	interacts with	U1 small nuclear ribonucleoprotein component PRP42 (interacts with) U1 small nuclear ribonucleoprotein component SNU71	interacts with	6g90	2	894.33372165
40S ribosomal protein S18-A (interacts with) Nucleolar complex protein 4	interacts with	40S ribosomal protein S18-A (interacts with) Nucleolar complex protein 4	interacts with	5wlc	1	894.30800621
U3 small nucleolar ribonucleoprotein protein IMP3 (interacts with) 40S ribosomal protein S16-A	interacts with	U3 small nucleolar ribonucleoprotein protein IMP3 (interacts with) 40S ribosomal protein S16-A	interacts with	5wlc	1	891.28078139
DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC2	interacts with	DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC2	interacts with	6f44	15	885.34013679
Eukaryotic translation initiation factor 5A-1 (interacts with) Suppressor protein STM1	interacts with	Eukaryotic translation initiation factor 5A-1 (interacts with) Suppressor protein STM1	interacts with	5dge	2	882.84780497
Suppressor protein STM1 (interacts with) 40S ribosomal protein S12	interacts with	Suppressor protein STM1 (interacts with) 40S ribosomal protein S12	interacts with	5obm	28	881.83336026
40S ribosomal protein S18-A (interacts with) Regulator of rDNA transcription 14	interacts with	40S ribosomal protein S18-A (interacts with) Regulator of rDNA transcription 14	interacts with	5wlc	1	876.87930653
DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC1	interacts with	DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC1	interacts with	6f44	15	876.66938234
RNA cytidine acetyltransferase (interacts with) 40S ribosomal protein S6-A	interacts with	RNA cytidine acetyltransferase (interacts with) 40S ribosomal protein S6-A	interacts with	5wlc	1	873.53153699
60S ribosomal protein L30 (interacts with) 60S ribosomal protein L27-A	interacts with	60S ribosomal protein L30 (interacts with) 60S ribosomal protein L27-A	interacts with	6ft6	71	868.15221507
Nucleolar GTP-binding protein 1 (interacts with) 60S ribosomal protein L35-A	interacts with	Nucleolar GTP-binding protein 1 (interacts with) 60S ribosomal protein L35-A	interacts with	6ft6	2	866.8637808
60S ribosomal protein L26-A (interacts with) 60S ribosomal protein L4-A	interacts with	60S ribosomal protein L26-A (interacts with) 60S ribosomal protein L4-A	interacts with	6i7o	72	862.83051131
40S ribosomal protein S8-A (interacts with) 40S ribosomal protein S11-A	interacts with	40S ribosomal protein S8-A (interacts with) 40S ribosomal protein S11-A	interacts with	6i7o	62	858.92901022
Transcription and mRNA export factor SUS1 (interacts with) SAGA-associated factor 73	interacts with	Transcription and mRNA export factor SUS1 (interacts with) SAGA-associated factor 73	interacts with	6aqr	10	854.0
Transcription and mRNA export factor SUS1 (interacts with) SAGA-associated factor 11	interacts with	Transcription and mRNA export factor SUS1 (interacts with) SAGA-associated factor 11	interacts with	6aqr	12	854.0
Protein DOM34 (interacts with) 40S ribosomal protein S3	interacts with	Protein DOM34 (interacts with) 40S ribosomal protein S3	interacts with	5m1j	1	850.20437273
DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC3	interacts with	DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC3	interacts with	6f44	15	849.30046286
Nucleoporin NUP1 (interacts with) Nuclear mRNA export protein SAC3	interacts with	Nucleoporin NUP1 (interacts with) Nuclear mRNA export protein SAC3	interacts with	4c31	3	846.0
60S ribosomal protein L18a (interacts with) 60S ribosomal protein L7-A	interacts with	60S ribosomal protein L18a (interacts with) 60S ribosomal protein L7-A	interacts with	4v6i	1	844.44789629
U3 small nucleolar RNA-associated protein 15 (interacts with) U3 small nucleolar RNA-associated protein 9	interacts with	U3 small nucleolar RNA-associated protein 15 (interacts with) U3 small nucleolar RNA-associated protein 9	interacts with	5wlc	1	843.78586786
Proteasome-interacting protein CIC1 (interacts with) 60S ribosomal protein L8-A	interacts with	Proteasome-interacting protein CIC1 (interacts with) 60S ribosomal protein L8-A	interacts with	6em5	9	843.68619919
40S ribosomal protein S11-A (interacts with) 40S ribosomal protein S4-A	interacts with	40S ribosomal protein S11-A (interacts with) 40S ribosomal protein S4-A	interacts with	6i7o	63	840.06909575
Protein DOM34 (interacts with) 40S ribosomal protein S23-A	interacts with	Protein DOM34 (interacts with) 40S ribosomal protein S23-A	interacts with	5m1j	1	837.68244534
Transcription initiation factor IIE subunit alpha (interacts with) RNA polymerase II transcription factor B subunit 3	interacts with	Transcription initiation factor IIE subunit alpha (interacts with) RNA polymerase II transcription factor B subunit 3	interacts with	6gym	3	836.06420801
rpS5_uS7 (interacts with) 40S ribosomal protein S16-A	interacts with	rpS5_uS7 (interacts with) 40S ribosomal protein S16-A	interacts with	5wlc	1	828.23981751
DNA-directed RNA polymerase III subunit RPC2 (interacts with) DNA-directed RNA polymerase III subunit RPC5	interacts with	DNA-directed RNA polymerase III subunit RPC2 (interacts with) DNA-directed RNA polymerase III subunit RPC5	interacts with	6f44	15	820.39008834
Protein MAK16 (interacts with) 60S ribosomal protein L4-A	interacts with	Protein MAK16 (interacts with) 60S ribosomal protein L4-A	interacts with	6em4	7	819.08710111
60S ribosomal protein L3 (interacts with) 40S ribosomal protein S6-A	interacts with	60S ribosomal protein L3 (interacts with) 40S ribosomal protein S6-A	interacts with	6hhq	46	817.17312701
40S ribosomal protein S3 (interacts with) ES17	interacts with	40S ribosomal protein S3 (interacts with) ES17	interacts with	5tgm	1	814.18106845
40S ribosomal protein S17-B (interacts with) 40S ribosomal protein S3	interacts with	40S ribosomal protein S17-B (interacts with) 40S ribosomal protein S3	interacts with	6gqv	7	814.18106845
60S ribosomal protein L4-A (interacts with) Nucleolar protein 16	interacts with	60S ribosomal protein L4-A (interacts with) Nucleolar protein 16	interacts with	6cb1	2	814.06237429
Ribosome biogenesis protein ERB1 (interacts with) 60S ribosomal protein L15-A	interacts with	Ribosome biogenesis protein ERB1 (interacts with) 60S ribosomal protein L15-A	interacts with	6c0f	3	811.67859829
40S ribosomal protein S29-A (interacts with) 40S ribosomal protein S3	interacts with	40S ribosomal protein S29-A (interacts with) 40S ribosomal protein S3	interacts with	6fai	57	810.48513912
Ribosome biogenesis protein RLP24 (interacts with) 60S ribosomal protein L3	interacts with	Ribosome biogenesis protein RLP24 (interacts with) 60S ribosomal protein L3	interacts with	6em4	9	810.36318793
U3 small nucleolar RNA-associated protein MPP10 (interacts with) U3 small nucleolar RNA-associated protein 13	interacts with	U3 small nucleolar RNA-associated protein MPP10 (interacts with) U3 small nucleolar RNA-associated protein 13	interacts with	5wlc	1	807.0331887
60S ribosomal protein L34-A (interacts with) 60S ribosomal protein L39	interacts with	60S ribosomal protein L34-A (interacts with) 60S ribosomal protein L39	interacts with	6i7o	64	804.88633923
DNA-directed RNA polymerase III subunit RPC2 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC4	interacts with	DNA-directed RNA polymerase III subunit RPC2 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC4	interacts with	6f44	15	804.40713461
Proteasome subunit alpha type-2 (interacts with) Proteasome subunit alpha type-5	interacts with	Proteasome subunit alpha type-2 (interacts with) Proteasome subunit alpha type-5	interacts with	6hwf	284	798.48441586
Ribosome biogenesis protein NSA1 (interacts with) Protein MAK16	interacts with	Ribosome biogenesis protein NSA1 (interacts with) Protein MAK16	interacts with	6em5	7	796.09706912
Translation initiation factor RLI1 (interacts with) 60S ribosomal protein L23-A	interacts with	Translation initiation factor RLI1 (interacts with) 60S ribosomal protein L23-A	interacts with	3j16	1	795.27632265
26S proteasome regulatory subunit 6A (interacts with) Probable proteasome subunit alpha type-7	interacts with	26S proteasome regulatory subunit 6A (interacts with) Probable proteasome subunit alpha type-7	interacts with	6fvy	18	795.12996553
Probable proteasome subunit alpha type-7 (interacts with) 26S proteasome regulatory subunit 4 homolog	interacts with	Probable proteasome subunit alpha type-7 (interacts with) 26S proteasome regulatory subunit 4 homolog	interacts with	3jcp	1	791.58992213
Ribosome assembly protein 4 (interacts with) 60S ribosomal protein L12-A	interacts with	Ribosome assembly protein 4 (interacts with) 60S ribosomal protein L12-A	interacts with	5jcs	3	789.54036677
26S proteasome subunit RPT4 (interacts with) Probable proteasome subunit alpha type-7	interacts with	26S proteasome subunit RPT4 (interacts with) Probable proteasome subunit alpha type-7	interacts with	6fvy	15	787.61651153
60S ribosomal protein L4-A (interacts with) 60S ribosomal protein L15-A	interacts with	60S ribosomal protein L4-A (interacts with) 60S ribosomal protein L15-A	interacts with	6i7o	101	785.22916733
60S ribosomal protein L27-A (interacts with) 60S ribosomal protein L2-A	interacts with	60S ribosomal protein L27-A (interacts with) 60S ribosomal protein L2-A	interacts with	5mc6	7	780.84296044
60S ribosomal protein L1-A (interacts with) 60S ribosomal protein L42-B	interacts with	60S ribosomal protein L1-A (interacts with) 60S ribosomal protein L42-B	interacts with	4v7r	2	773.27039175
Pre-mRNA-splicing factor 8 (interacts with) Pre-mRNA-splicing factor 38	interacts with	Pre-mRNA-splicing factor 8 (interacts with) Pre-mRNA-splicing factor 38	interacts with	5nrl	1	773.05714286
Ribosome biogenesis protein UTP30 (interacts with) Something about silencing protein 10	interacts with	Ribosome biogenesis protein UTP30 (interacts with) Something about silencing protein 10	interacts with	5wlc	1	770.68740999
60S ribosomal protein L2-A (interacts with) 40S ribosomal protein S1-A	interacts with	60S ribosomal protein L2-A (interacts with) 40S ribosomal protein S1-A	interacts with	3j78	4	770.129377
40S ribosomal protein S5 (interacts with) 40S ribosomal protein S14-B	interacts with	40S ribosomal protein S5 (interacts with) 40S ribosomal protein S14-B	interacts with	6i7o	10	768.15528439
U3 small nucleolar RNA-associated protein MPP10 (interacts with) U3 small nucleolar RNA-associated protein 11	interacts with	U3 small nucleolar RNA-associated protein MPP10 (interacts with) U3 small nucleolar RNA-associated protein 11	interacts with	5wlc	1	767.16496597
Protein DOM34 (interacts with) 40S ribosomal protein S15	interacts with	Protein DOM34 (interacts with) 40S ribosomal protein S15	interacts with	5m1j	1	763.26267803
60S ribosomal protein L9-A (interacts with) UPF0642 protein YBL028C	interacts with	60S ribosomal protein L9-A (interacts with) UPF0642 protein YBL028C	interacts with	6ft6	3	759.53598781
rRNA-processing protein CGR1 (interacts with) 60S ribosomal protein L20-A	interacts with	rRNA-processing protein CGR1 (interacts with) 60S ribosomal protein L20-A	interacts with	6ft6	2	757.84672752
U2 snRNP component HSH155 (interacts with) Pre-mRNA-splicing factor RDS3	interacts with	U2 snRNP component HSH155 (interacts with) Pre-mRNA-splicing factor RDS3	interacts with	6g90	5	755.94235929
O26359:#Probable translation initiation factor IF-2#P39730:#Eukaryotic translation initiation factor 5B (interacts with) 60S ribosomal protein L9-A	interacts with	O26359:#Probable translation initiation factor IF-2#P39730:#Eukaryotic translation initiation factor 5B (interacts with) 60S ribosomal protein L9-A	interacts with	4v8z	1	749.91015806
60S ribosomal protein L11-B (interacts with) Suppressor protein STM1	interacts with	60S ribosomal protein L11-B (interacts with) Suppressor protein STM1	interacts with	6hhq	32	749.44522984
Ribosomal RNA small subunit methyltransferase NEP1 (interacts with) Something about silencing protein 10	interacts with	Ribosomal RNA small subunit methyltransferase NEP1 (interacts with) Something about silencing protein 10	interacts with	5wlc	1	749.43885555
40S ribosomal protein S9-A (interacts with) 40S ribosomal protein S4-A	interacts with	40S ribosomal protein S9-A (interacts with) 40S ribosomal protein S4-A	interacts with	6i7o	59	748.3248014
Ac-PAD-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-PAD-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y8u	1	747.575157
Ac-PAE-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-PAE-ep (interacts with) Proteasome subunit beta type-2	interacts with	4ya5	5	747.575157
40S ribosomal protein S21-A (interacts with) Antiviral protein SKI8	interacts with	40S ribosomal protein S21-A (interacts with) Antiviral protein SKI8	interacts with	5mc6	1	744.7574421
Elongation factor 2 (interacts with) 60S acidic ribosomal protein P0	interacts with	Elongation factor 2 (interacts with) 60S acidic ribosomal protein P0	interacts with	6gqv	8	742.83608721
60S ribosomal protein L36-A (interacts with) 27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase	interacts with	60S ribosomal protein L36-A (interacts with) 27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase	interacts with	6elz	1	741.28793269
Probable metalloprotease ARX1 (interacts with) 60S ribosomal protein L19-A	interacts with	Probable metalloprotease ARX1 (interacts with) 60S ribosomal protein L19-A	interacts with	5apo	6	738.91425991
40S ribosomal protein S13 (interacts with) 40S ribosomal protein S11-A	interacts with	40S ribosomal protein S13 (interacts with) 40S ribosomal protein S11-A	interacts with	6hhq	48	736.91421167
60S ribosomal protein L21-A (interacts with) 60S ribosomal protein L4-A	interacts with	60S ribosomal protein L21-A (interacts with) 60S ribosomal protein L4-A	interacts with	6i7o	69	736.63667981
40S ribosomal protein S14-B (interacts with) 40S ribosomal protein S1-A	interacts with	40S ribosomal protein S14-B (interacts with) 40S ribosomal protein S1-A	interacts with	6i7o	14	731.59931978
40S ribosomal protein S7-A (interacts with) 40S ribosomal protein S13	interacts with	40S ribosomal protein S7-A (interacts with) 40S ribosomal protein S13	interacts with	6i7o	64	731.37734647
Small nuclear ribonucleoprotein G (interacts with) Pre-mRNA-splicing factor SNU114	interacts with	Small nuclear ribonucleoprotein G (interacts with) Pre-mRNA-splicing factor SNU114	interacts with	6exn	15	728.8135397
DNA-directed RNA polymerase I subunit RPA135 (interacts with) RNA polymerase I-specific transcription initiation factor RRN11	interacts with	DNA-directed RNA polymerase I subunit RPA135 (interacts with) RNA polymerase I-specific transcription initiation factor RRN11	interacts with	5w66	8	728.1540049
Ribosome biogenesis protein 15 (interacts with) 60S ribosomal protein L25	interacts with	Ribosome biogenesis protein 15 (interacts with) 60S ribosomal protein L25	interacts with	6em5	4	722.86352793
HAT1-interacting factor 1 (interacts with) H2A	interacts with	HAT1-interacting factor 1 (interacts with) H2A	interacts with	5bt1	14	718.47619048
Pre-mRNA-splicing factor PRP11 (interacts with) Pre-mRNA-splicing factor PRP21	interacts with	Pre-mRNA-splicing factor PRP11 (interacts with) Pre-mRNA-splicing factor PRP21	interacts with	6g90	5	717.87229437
DNA-directed RNA polymerase III subunit RPC2 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC5	interacts with	DNA-directed RNA polymerase III subunit RPC2 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC5	interacts with	6f44	15	715.34552703
Exosome complex protein LRP1 (interacts with) Pescadillo homolog	interacts with	Exosome complex protein LRP1 (interacts with) Pescadillo homolog	interacts with	6ft6	1	712.2477464
26S proteasome regulatory subunit 7 homolog (interacts with) Probable proteasome subunit alpha type-7	interacts with	26S proteasome regulatory subunit 7 homolog (interacts with) Probable proteasome subunit alpha type-7	interacts with	6fvt	5	711.50065421
Suppressor protein STM1 (interacts with) 40S ribosomal protein S15 (uS19)	interacts with	Suppressor protein STM1 (interacts with) 40S ribosomal protein S15 (uS19)	interacts with	5dgf	1	709.91674768
60S ribosomal protein L20-A (interacts with) 60S ribosomal protein L7-A	interacts with	60S ribosomal protein L20-A (interacts with) 60S ribosomal protein L7-A	interacts with	6i7o	72	709.10957985
26S proteasome regulatory subunit RPN10 (interacts with) Ubiquitin carboxyl-terminal hydrolase RPN11	interacts with	26S proteasome regulatory subunit RPN10 (interacts with) Ubiquitin carboxyl-terminal hydrolase RPN11	interacts with	6fvw	11	706.61900721
Exosome complex component RRP43 (interacts with) Exosome complex exonuclease RRP6	interacts with	Exosome complex component RRP43 (interacts with) Exosome complex exonuclease RRP6	interacts with	6fsz	7	706.01094963
Exosome complex component RRP43 (interacts with) Exosome complex component RRP40	interacts with	Exosome complex component RRP43 (interacts with) Exosome complex component RRP40	interacts with	5g06	1	705.77661634
Ribosomal RNA-processing protein 1 (interacts with) 60S ribosomal protein L4-A	interacts with	Ribosomal RNA-processing protein 1 (interacts with) 60S ribosomal protein L4-A	interacts with	6em5	7	704.14038577
Ribosome biogenesis protein NSA2 (interacts with) Regulator of ribosome biosynthesis	interacts with	Ribosome biogenesis protein NSA2 (interacts with) Regulator of ribosome biosynthesis	interacts with	6ft6	2	703.57403982
Ribosome biogenesis protein RLP7 (interacts with) 60S ribosomal protein L25	interacts with	Ribosome biogenesis protein RLP7 (interacts with) 60S ribosomal protein L25	interacts with	6elz	2	703.51313136
Exosome complex component MTR3 (interacts with) Exosome complex component RRP4	interacts with	Exosome complex component MTR3 (interacts with) Exosome complex component RRP4	interacts with	6fsz	10	702.50643751
60S ribosomal protein L6-A (interacts with) 60S ribosomal protein L14-B	interacts with	60S ribosomal protein L6-A (interacts with) 60S ribosomal protein L14-B	interacts with	4v8z	2	702.08521267
Exosome complex component MTR3 (interacts with) Exosome complex exonuclease RRP6	interacts with	Exosome complex component MTR3 (interacts with) Exosome complex exonuclease RRP6	interacts with	6fsz	7	701.95643751
26S proteasome regulatory subunit RPN12 (interacts with) Ubiquitin carboxyl-terminal hydrolase RPN11	interacts with	26S proteasome regulatory subunit RPN12 (interacts with) Ubiquitin carboxyl-terminal hydrolase RPN11	interacts with	5wvk	20	700.98187082
60S ribosomal protein L2-B (interacts with) 60S ribosomal protein L15-A	interacts with	60S ribosomal protein L2-B (interacts with) 60S ribosomal protein L15-A	interacts with	4v8z	3	700.87252584
Translation initiation factor RLI1 (interacts with) 40S ribosomal protein S24-A	interacts with	Translation initiation factor RLI1 (interacts with) 40S ribosomal protein S24-A	interacts with	3j16	2	697.06519157
26S proteasome regulatory subunit RPN9 (interacts with) Ubiquitin carboxyl-terminal hydrolase RPN11	interacts with	26S proteasome regulatory subunit RPN9 (interacts with) Ubiquitin carboxyl-terminal hydrolase RPN11	interacts with	5wvk	16	696.39295056
60S ribosomal protein L20-B (interacts with) 60S ribosomal protein L7-A	interacts with	60S ribosomal protein L20-B (interacts with) 60S ribosomal protein L7-A	interacts with	4v8z	2	695.53006685
Proteasome subunit alpha type-2 (interacts with) P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10	interacts with	Proteasome subunit alpha type-2 (interacts with) P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10	interacts with	6hvw	11	693.79719472
60S RIBOSOMAL PROTEIN EL6 (interacts with) 60S ribosomal protein L16-A	interacts with	60S RIBOSOMAL PROTEIN EL6 (interacts with) 60S ribosomal protein L16-A	interacts with	5apo	1	693.73697091
DNA-directed RNA polymerase II subunit RPB2 (interacts with) DNA-directed RNA polymerase II subunit RPB4	interacts with	DNA-directed RNA polymerase II subunit RPB2 (interacts with) DNA-directed RNA polymerase II subunit RPB4	interacts with	6i84	62	693.60672186
Ribosome biogenesis protein BMS1 (interacts with) Nucleolar protein 58	interacts with	Ribosome biogenesis protein BMS1 (interacts with) Nucleolar protein 58	interacts with	5wlc	1	688.5408477
60S ribosomal protein L36-B (interacts with) 60S ribosomal protein L15-A	interacts with	60S ribosomal protein L36-B (interacts with) 60S ribosomal protein L15-A	interacts with	6em4	4	688.36391146
Ribosome biogenesis protein NSA2 (interacts with) 25S rRNA (cytosine(2870)-C(5))-methyltransferase	interacts with	Ribosome biogenesis protein NSA2 (interacts with) 25S rRNA (cytosine(2870)-C(5))-methyltransferase	interacts with	6elz	1	687.84659339
DNA-directed RNA polymerase II subunit RPB4 (interacts with) DNA-directed RNA polymerase II subunit RPB1	interacts with	DNA-directed RNA polymerase II subunit RPB4 (interacts with) DNA-directed RNA polymerase II subunit RPB1	interacts with	5sva	63	686.15111
60S ribosomal protein L14-A (interacts with) 60S ribosomal protein L6-A	interacts with	60S ribosomal protein L14-A (interacts with) 60S ribosomal protein L6-A	interacts with	6em5	74	685.42624902
60S ribosomal protein L3 (interacts with) 60S ribosomal protein L23-B	interacts with	60S ribosomal protein L3 (interacts with) 60S ribosomal protein L23-B	interacts with	4v7r	3	682.9825767
U1 small nuclear ribonucleoprotein component PRP42 (interacts with) Small nuclear ribonucleoprotein Sm D3	interacts with	U1 small nuclear ribonucleoprotein component PRP42 (interacts with) Small nuclear ribonucleoprotein Sm D3	interacts with	6g90	3	679.61435803
60S ribosomal protein L6-A (interacts with) 60S ribosomal protein L20-A	interacts with	60S ribosomal protein L6-A (interacts with) 60S ribosomal protein L20-A	interacts with	5t6r	3	674.00093374
U3 small nucleolar RNA-associated protein 21 (interacts with) U3 small nucleolar RNA-associated protein 5	interacts with	U3 small nucleolar RNA-associated protein 21 (interacts with) U3 small nucleolar RNA-associated protein 5	interacts with	5wlc	1	669.31804926
DNA-directed RNA polymerase III subunit RPC2 (interacts with) Transcription factor TFIIIB component B''	interacts with	DNA-directed RNA polymerase III subunit RPC2 (interacts with) Transcription factor TFIIIB component B''	interacts with	6f44	9	668.75403034
40S ribosomal protein S16-A (interacts with) Guanine nucleotide-binding protein subunit beta-like protein	interacts with	40S ribosomal protein S16-A (interacts with) Guanine nucleotide-binding protein subunit beta-like protein	interacts with	6i7o	61	667.22333233
DNA-directed RNA polymerase I subunit RPA135 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC4	interacts with	DNA-directed RNA polymerase I subunit RPA135 (interacts with) DNA-directed RNA polymerases I, II, and III subunit RPABC4	interacts with	6h68	24	665.88940665
40S ribosomal protein S12 (interacts with) Superkiller protein 3	interacts with	40S ribosomal protein S12 (interacts with) Superkiller protein 3	interacts with	5mc6	1	665.85427223
DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerase III subunit RPC7	interacts with	DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerase III subunit RPC7	interacts with	6eu2	4	660.48228267
U2 snRNP component HSH155 (interacts with) Pre-mRNA-processing protein 45	interacts with	U2 snRNP component HSH155 (interacts with) Pre-mRNA-processing protein 45	interacts with	5gm6	1	657.43938699
Nucleolar GTP-binding protein 1 (interacts with) Ribosome assembly protein 4	interacts with	Nucleolar GTP-binding protein 1 (interacts with) Ribosome assembly protein 4	interacts with	6ft6	2	652.80841264
DNA-directed RNA polymerase I subunit RPA190 (interacts with) DNA-directed RNA polymerase I subunit RPA12	interacts with	DNA-directed RNA polymerase I subunit RPA190 (interacts with) DNA-directed RNA polymerase I subunit RPA12	interacts with	6h68	24	649.8279668
40S ribosomal protein S22-A (interacts with) 40S ribosomal protein S11-A	interacts with	40S ribosomal protein S22-A (interacts with) 40S ribosomal protein S11-A	interacts with	6hhq	60	649.81110223
60S ribosomal protein L2-A (interacts with) 60S ribosomal protein L34-A	interacts with	60S ribosomal protein L2-A (interacts with) 60S ribosomal protein L34-A	interacts with	6i7o	10	643.70863096
U3 small nucleolar ribonucleoprotein protein LCP5 (interacts with) 40S ribosomal protein S24-A	interacts with	U3 small nucleolar ribonucleoprotein protein LCP5 (interacts with) 40S ribosomal protein S24-A	interacts with	5wlc	1	642.60692641
